Id,SalePrice
1554,125793.11688488351
1555,166699.54703826454
1556,79773.69998223943
1557,127135.01404052578
1558,112193.01124070141
1559,61259.119952038105
1560,116455.05429632116
1561,113771.61391160777
1562,140399.20727281013
1563,126948.12909345188
1564,157743.97425410643
1565,145452.53090224994
1566,237532.35505325987
1567,85971.28634466194
1568,235387.67582201253
1569,140023.07083306045
1570,136594.05381579322
1571,115478.19882929107
1572,137316.2759150441
1573,201790.44849047007
1574,115756.56716621996
1575,251485.59162535565
1576,232431.5430553603
1577,186829.82727027824
1578,153551.20464872706
1579,151221.13582565243
1580,190593.81943179874
1581,162567.7177039342
1582,129565.08059385631
1583,303575.4542817722
1584,215020.56586587318
1585,138505.75394253293
1586,103028.00657549845
1587,114043.20327069268
1588,152230.8595841548
1589,95421.88449385641
1590,131054.4190311045
1591,96086.44851036895
1592,124096.07644351655
1593,119467.77884064347
1594,137517.1596600093
1595,108076.72034149927
1596,221839.03128867535
1597,204063.1187220662
1598,219505.51263436553
1599,183632.6104626048
1600,174057.7751059149
1601,73242.36997229717
1602,126109.10273091531
1603,54414.10837779624
1604,257931.4211246525
1605,233749.12032087424
1606,166705.7495933348
1607,241237.01578820506
1608,219108.63607089323
1609,180272.37639125617
1610,154369.83473520543
1611,142058.18052164052
1612,172602.72638126512
1613,169076.73107898544
1614,126721.09462550844
1615,90306.77520475628
1616,79365.92636988622
1617,92389.13518297992
1618,189650.67775869847
1619,143906.56891059864
1620,168107.151176539
1621,138853.3685613767
1622,142288.06756046685
1623,255849.52128022924
1624,210695.42556997624
1625,120551.97625837229
1626,166575.6472928476
1627,187477.34388923255
1628,267083.40579338983
1629,177367.5473981888
1630,366461.97379308386
1631,220828.3769691451
1632,246683.2724564392
1633,163440.79005560608
1634,185211.69066749513
1635,171990.85643131673
1636,153618.203516089
1637,200912.7842220257
1638,181536.13762759214
1639,176886.78915213214
1640,238247.15786761057
1641,177658.16570707996
1642,255568.8352418255
1643,226701.02115838873
1644,237596.2416706552
1645,218964.63431986136
1646,159829.9287093354
1647,150671.93916397565
1648,130806.46998111431
1649,140426.92035695058
1650,112190.8006335651
1651,122687.58577918039
1652,101035.9205191422
1653,102045.48306475794
1654,145217.92324444896
1655,139592.47893959962
1656,142146.1956202143
1657,149340.19385195154
1658,145036.0107425085
1659,136889.88263882094
1660,156878.35685059405
1661,474591.21972969006
1662,402027.2258597414
1663,382627.7557182429
1664,581016.9089056953
1665,304924.70502108673
1666,295441.73991755093
1667,388909.6465562717
1668,318633.0815787311
1669,288695.25331589574
1670,333982.70127314754
1671,263768.27106821985
1672,445872.617776101
1673,289365.67590381886
1674,240544.3816509137
1675,192705.71808186857
1676,198617.74547144788
1677,217949.63302419044
1678,495360.7193176462
1679,408915.95412404236
1680,323582.03474780935
1681,239275.63946737326
1682,306467.4022958832
1683,190196.61127418582
1684,171824.06653880497
1685,168097.82610079262
1686,166742.2547751701
1687,158521.75904045918
1688,185491.17939599845
1689,186342.88657502423
1690,190477.70449062498
1691,181950.9531403934
1692,239857.86652106186
1693,168343.11687157565
1694,181083.27003215288
1695,165727.38079945734
1696,278502.51650817005
1697,171371.09050184366
1698,337031.02238903055
1699,301465.97456375434
1700,246896.8951783137
1701,266010.4451462497
1702,236750.51655764147
1703,229666.8504471643
1704,269096.84194703
1705,219225.89952224737
1706,411511.042672615
1707,210512.1679149119
1708,205335.78379713307
1709,266018.56903634133
1710,231139.1476794556
1711,266477.8774064404
1712,259804.3559560736
1713,292029.20030088833
1714,221418.78623942423
1715,212516.6837068818
1716,181208.83197493458
1717,173451.81854658932
1718,133136.67617360194
1719,204723.87151362008
1720,232513.56183260452
1721,151329.2358122775
1722,114815.3610114457
1723,147742.84423885294
1724,195673.56615615543
1725,235050.50931869302
1726,183892.52055378092
1727,145687.38479196664
1728,163241.00079867506
1729,163624.4519737574
1730,150603.7170799159
1731,111702.51473600554
1732,135900.8805617925
1733,111440.43396813603
1734,125474.43204275041
1735,121728.55944113508
1736,107848.1529478046
1737,324885.21911965776
1738,247169.0154969521
1739,226879.7609931803
1740,230696.4240863138
1741,206008.22130662776
1742,168698.74293787763
1743,171863.35723143312
1744,359537.2208335374
1745,207351.54768220952
1746,180314.08949031614
1747,213366.2857459948
1748,222387.5429231197
1749,139337.78705479405
1750,119707.12345393306
1751,243251.81044477748
1752,116308.01223381334
1753,148569.26609846987
1754,196486.98163595746
1755,167146.2675149688
1756,128338.62640196344
1757,121091.6964971295
1758,142736.1129831467
1759,158734.9922340449
1760,152551.95589495116
1761,146273.18370198412
1762,176697.33305008945
1763,171813.72481950873
1764,112012.19171376107
1765,148643.56477593502
1766,197465.34384402054
1767,235672.2184258632
1768,139261.18334539526
1769,161550.94531787152
1770,151952.31859572956
1771,111065.29165635345
1772,140220.44845220164
1773,116463.638623543
1774,142332.29668202277
1775,138376.70675709864
1776,123445.98968425143
1777,105753.5882444331
1778,142257.58211940053
1779,165172.72036512964
1780,157380.21795006152
1781,117709.52511281203
1782,95615.71385485308
1783,139407.68198754382
1784,128284.52779760356
1785,130443.8964220964
1786,150517.5078531969
1787,152568.82894645957
1788,71511.37580184519
1789,95830.83200984803
1790,87451.12959793449
1791,193367.31948292247
1792,163648.72889277362
1793,123465.59337194302
1794,153214.81657054817
1795,137313.14067690918
1796,138289.54110144835
1797,106777.16145384229
1798,122124.82633475278
1799,107144.10664723578
1800,126919.76924473161
1801,123701.89452164638
1802,122667.86923220455
1803,147617.10152064235
1804,136347.67238836605
1805,129925.46126231494
1806,114075.21111027757
1807,126349.61945956037
1808,116965.51549254036
1809,124706.96120239618
1810,143270.86111602074
1811,103615.89539740192
1812,101818.59418761327
1813,125035.99927182948
1814,105883.00832580388
1815,63415.40918097357
1816,105923.56408755542
1817,118490.37334750894
1818,155617.38468595798
1819,156377.77066578416
1820,54761.49519393296
1821,99521.935027678
1822,146790.9385175214
1823,44127.45995392488
1824,117685.40199364179
1825,151247.15164516823
1826,118501.21774425628
1827,102248.7577286806
1828,126604.76262966063
1829,98547.10673098596
1830,136302.5732625651
1831,150551.7730961434
1832,77402.11809627614
1833,136983.5711440881
1834,124271.04840998825
1835,126832.76288974809
1836,119055.20466369044
1837,87820.35962380802
1838,116886.1278086176
1839,128142.32476233674
1840,149934.36563644966
1841,123904.6068614122
1842,109513.65001359786
1843,129698.49598123347
1844,138183.99082188125
1845,137935.02627224548
1846,154310.6521851997
1847,175222.16781292704
1848,62805.654453675226
1849,95067.81196713845
1850,114381.08727254167
1851,146954.21526775317
1852,112469.42867502355
1853,122339.39017827672
1854,161620.59196937125
1855,149835.97693551064
1856,213656.5695728493
1857,125109.42931862111
1858,145093.78523678018
1859,124849.83073865494
1860,153370.13968010308
1861,124201.90135083131
1862,339671.9921362915
1863,320435.7483365063
1864,320472.38269833766
1865,341615.94303383416
1866,329643.02862834727
1867,213567.22129627105
1868,282008.99231451115
1869,199464.8389982264
1870,218538.5683293959
1871,242028.05447551623
1872,167816.7783339397
1873,247474.00930483436
1874,150521.62858032875
1875,198745.48270494834
1876,201565.0839138087
1877,206398.47379480914
1878,199217.18220220233
1879,135879.45355111206
1880,131643.2263130595
1881,239776.06748140868
1882,239819.1835135645
1883,181323.71347427624
1884,200549.02630353378
1885,214991.01330302173
1886,275020.4175864748
1887,206230.9058526885
1888,257531.0866138856
1889,167531.7813780115
1890,108973.56629696891
1891,107422.0805800933
1892,111591.30866969521
1893,138270.07049386489
1894,116700.70839243809
1895,132521.96574754137
1896,120336.6544879924
1897,108383.75749306705
1898,123403.53295268072
1899,163564.28058532366
1900,155566.48937305016
1901,169697.13101126842
1902,161610.16447159494
1903,253966.98882205554
1904,137921.9315079365
1905,187313.03825354678
1906,115021.1868008254
1907,188452.97599159443
1908,115606.1012284088
1909,134463.24325493857
1910,122583.98406141378
1911,220997.08216583947
1912,345673.4900073594
1913,156844.59050293465
1914,48969.77294412167
1915,318182.7030665185
1916,68703.09133031774
1917,218759.8952004411
1918,141643.20967436951
1919,174758.5530069341
1920,153226.19971777266
1921,396521.1411014221
1922,318041.2492600814
1923,231761.34570149583
1924,240822.1003601047
1925,186254.61561712896
1926,395880.0190605984
1927,133890.01984881386
1928,158573.47118407078
1929,127692.60949604119
1930,128041.58869131144
1931,136430.04438624147
1932,129764.42192733675
1933,186674.09813117565
1934,181978.08569404643
1935,173354.3161296736
1936,197000.01208167864
1937,180137.08023847593
1938,168527.56868508455
1939,246139.41415444153
1940,204981.45175889556
1941,167175.09255761802
1942,167167.52790673144
1943,235617.1136429519
1944,425630.10487700795
1945,431076.481307635
1946,128836.0569289241
1947,322009.2421589683
1948,189975.20016780426
1949,252884.33163755064
1950,179944.09858327478
1951,231222.2977006558
1952,199532.110699964
1953,163524.1561141011
1954,183840.95749270445
1955,133548.32042294668
1956,330379.8581334833
1957,153537.4737964692
1958,268779.2050651385
1959,151090.42125282646
1960,112999.8002506185
1961,122510.96827459501
1962,98071.55018584023
1963,109443.23470177579
1964,108348.85074075285
1965,149375.64053097644
1966,151846.52270317648
1967,281473.8450075342
1968,434546.5881459142
1969,391982.4518924318
1970,434587.38566371414
1971,510992.89411024697
1972,370124.6123969906
1973,266627.1011190838
1974,346325.64745901484
1975,521774.9235296055
1976,271694.86842234206
1977,353384.893405174
1978,350296.4572416325
1979,319030.3533234281
1980,209553.3939404925
1981,350196.0845855518
1982,217594.7377634972
1983,197632.2485659426
1984,165258.5556371622
1985,228752.66176383154
1986,212029.54639450146
1987,192086.53783530145
1988,173124.32071938712
1989,188637.22661020097
1990,208926.4697279297
1991,230751.82935242468
1992,218384.2517587533
1993,168661.67562835792
1994,233006.67116769322
1995,185622.5690962337
1996,273101.6967450937
1997,310048.67792042845
1998,305843.92060969706
1999,267633.66245640995
2000,315325.669402541
2001,256640.72846783354
2002,234047.82305707783
2003,244299.10918016455
2004,265737.5721445866
2005,201340.32462474174
2006,222080.62986890526
2007,250626.97177633035
2008,224803.37260470932
2009,197353.63042479023
2010,190143.39686809565
2011,131901.10282078362
2012,171740.40520736223
2013,179004.58509949895
2014,188359.77361360128
2015,206772.92982650053
2016,190165.3800261104
2017,191698.98057095724
2018,111600.00978789937
2019,136966.7678346161
2020,94082.98530096193
2021,101017.86523363247
2022,187485.94019873935
2023,139222.37217220306
2024,288341.38421029825
2025,359177.20630359236
2026,186513.5132285053
2027,162829.57241860245
2028,145953.65597274931
2029,170377.0575036802
2030,284054.8629161372
2031,235768.23521855706
2032,254950.94747019577
2033,273678.7985195456
2034,167283.3764299041
2035,239560.86016516332
2036,193930.94044574982
2037,289647.55767598323
2038,314190.57460019423
2039,215799.95100614187
2040,322526.25945785793
2041,327770.89102088724
2042,216090.8517333183
2043,184303.17044018995
2044,173012.12965812854
2045,191156.80725823063
2046,216672.7989576167
2047,140828.6311375121
2048,141706.68649439223
2049,142667.64142485338
2050,159394.37663865142
2051,104666.29846687624
2052,121164.96374418432
2053,144006.62668167165
2054,98652.46251723317
2055,134834.91415649673
2056,145035.6730544377
2057,109106.95730506848
2058,207614.10378956044
2059,132233.74093780396
2060,176712.79930054708
2061,171894.81265004503
2062,128670.27575966142
2063,126577.6389760481
2064,140696.37729933343
2065,95235.13944927145
2066,159170.50544680934
2067,98454.47968241143
2068,150549.26492610323
2069,84895.85154193247
2070,115859.05800662562
2071,103654.56037044182
2072,140871.61187931232
2073,128110.00756333859
2074,191212.2691641485
2075,153331.44576071162
2076,118614.20143199211
2077,170857.52426083037
2078,125438.87409090878
2079,125462.07104783999
2080,123689.45923398952
2081,130647.13205681663
2082,111667.21957804284
2083,151213.98755274326
2084,117278.76496149987
2085,121287.15468869146
2086,106722.66390923869
2087,116783.83505817223
2088,104383.58130284665
2089,87065.91417911292
2090,131842.8705331374
2091,115136.52199591858
2092,122028.44968423473
2093,97271.40238339613
2094,106481.08361033615
2095,150350.28889260173
2096,86014.9538338177
2097,109901.94118463105
2098,148649.99533918095
2099,66568.85428404069
2100,67127.44838927801
2101,100517.64861965996
2102,113910.03255366371
2103,109849.34945028435
2104,109669.76057525142
2105,140679.94561310118
2106,102843.09051023317
2107,179173.57401315632
2108,126279.77031736966
2109,114313.9323543926
2110,115242.69804823516
2111,142866.56706065356
2112,134848.7937427021
2113,117734.57768872826
2114,124202.36499492971
2115,161133.5489750232
2116,106895.869666223
2117,151821.15185279123
2118,117917.10209064213
2119,116925.85388896089
2120,119473.37037447459
2121,130148.41604616979
2122,123092.10705341487
2123,80447.20876332806
2124,151893.02572138965
2125,123650.04477565121
2126,153712.10080543757
2127,181393.84463429404
2128,122516.34449119476
2129,75894.74471458516
2130,140826.32555841157
2131,148099.3607845388
2132,99594.43699782381
2133,118287.4630658375
2134,123156.42363928926
2135,138325.71258371195
2136,68290.18542736495
2137,104214.82151747469
2138,125077.33548217262
2139,142879.61661361947
2140,134224.6585220789
2141,156496.78499272797
2142,135537.08053349445
2143,145177.126217619
2144,137605.29501958648
2145,141485.72490560365
2146,166615.5011419101
2147,138897.63088408395
2148,134324.77743275056
2149,135733.0639819827
2150,222634.25160581
2151,119196.69580217425
2152,173193.80075357182
2153,174755.45591921112
2154,98486.0731106626
2155,138957.7046993799
2156,276408.83691314945
2157,235839.876892874
2158,239260.32890778166
2159,200299.7301660737
2160,181349.31871442683
2161,234075.92228954996
2162,461222.04735398275
2163,357798.12903415377
2164,237005.91117946032
2165,224106.31532855498
2166,154112.35259428917
2167,229525.56789372533
2168,204003.6486048961
2169,198091.93539303466
2170,216201.29345283867
2171,160403.76383984002
2172,132827.72026971547
2173,172276.65707168623
2174,229570.36655784876
2175,278922.8854716037
2176,310583.0327280116
2177,236921.99707638787
2178,210378.27185583045
2179,137728.4423525319
2180,203132.22500346092
2181,197108.0975494665
2182,220565.00170572673
2183,187974.62822814772
2184,115075.37268700248
2185,117846.97869647392
2186,152047.80417334312
2187,145827.45321887246
2188,143814.79463581607
2189,325327.60652064544
2190,77733.23374204895
2191,74467.15397577241
2192,71163.34307768238
2193,116449.30366140831
2194,102940.57635552077
2195,114700.62352636311
2196,99981.17501156955
2197,122473.99279217549
2198,148420.7097993586
2199,225459.9347360723
2200,153544.91101134216
2201,143117.90593105316
2202,228579.06490592792
2203,148548.32129418218
2204,178097.34502562266
2205,129541.19620263066
2206,134016.1183298209
2207,251274.99943051836
2208,268986.4501426961
2209,258123.3540078847
2210,124950.66784463616
2211,113268.29505445002
2212,133586.06721647544
2213,106395.62831122713
2214,113327.32474857046
2215,106344.84331500079
2216,149096.48988623352
2217,67990.43084318656
2218,68250.97158945838
2219,70416.30093673537
2220,63860.349035107996
2221,315616.3917067039
2222,297905.0815562912
2223,283935.53396848124
2224,202858.5025159144
2225,126091.8019967311
2226,191193.28642494348
2227,197536.6298341704
2228,269345.04766809737
2229,251915.93303577098
2230,154998.50591390036
2231,220138.94439454694
2232,184025.1172169089
2233,187118.7194695435
2234,236294.70503378156
2235,223981.2554399591
2236,257409.4621736224
2237,321737.0238818167
2238,197664.2034138807
2239,112646.17175076791
2240,153667.3069506062
2241,207591.91190490947
2242,123035.33183044077
2243,116949.37758342343
2244,105060.05746099894
2245,108700.31296977754
2246,137259.77910622716
2247,109925.31240205334
2248,130859.62471637512
2249,124345.61536208628
2250,127176.02127286614
2251,127941.0161127627
2252,183347.83202013487
2253,160640.2179396366
2254,179044.92179407077
2255,180623.8666663727
2256,164224.58146624832
2257,210713.59026480073
2258,157296.0483753005
2259,179473.44280206598
2260,139852.4510878973
2261,213393.03218330725
2262,229913.90422953048
2263,425740.14616175287
2264,626976.0296368799
2265,142605.79900748204
2266,342371.49598924455
2267,421434.57019900845
2268,483498.19555474876
2269,144171.52794073036
2270,194878.71403632048
2271,207973.9986552936
2272,163717.66751757174
2273,151090.57520046245
2274,182815.4999542543
2275,159991.88870854836
2276,187939.14285688932
2277,181258.3751558034
2278,145172.07286948757
2279,140821.71847995196
2280,112597.47206505915
2281,158215.2175890296
2282,175212.6545560889
2283,105890.91057299709
2284,121169.70249446448
2285,155139.38362780816
2286,124538.14028347623
2287,364634.3038044851
2288,273918.21847377816
2289,362959.5966538728
2290,489506.3410585577
2291,338894.5613332864
2292,443937.7831218268
2293,510365.11072963563
2294,420179.47116487514
2295,509883.831120877
2296,290234.75050050433
2297,357936.84812883503
2298,370179.51529800775
2299,368068.0967364334
2300,323509.5266445338
2301,308185.1108227218
2302,254439.9020140879
2303,237758.62938890487
2304,239075.68334474575
2305,199248.63166582127
2306,199337.0914869829
2307,204959.34982926093
2308,254720.0146125427
2309,284724.09076239425
2310,205368.70867164462
2311,211460.4391485481
2312,176993.72489466882
2313,173107.6370225543
2314,179586.81144633435
2315,181998.48085718928
2316,197914.72891351412
2317,190869.9059859142
2318,185274.6431377793
2319,185528.90718557916
2320,182578.19645364786
2321,237574.0816524691
2322,184250.23565789877
2323,190536.0751384276
2324,173946.32830296652
2325,209727.34920226742
2326,172734.72336348338
2327,200354.06013519177
2328,214726.34765802324
2329,195549.24359594248
2330,186586.92511985035
2331,339919.1279796293
2332,396585.129023929
2333,303476.02690068027
2334,250104.042740758
2335,267134.237478818
2336,307967.23142582155
2337,189572.74788723927
2338,248402.45422923853
2339,199847.08759723627
2340,386116.81379282847
2341,215187.35987591968
2342,225371.03365175115
2343,220093.2576581226
2344,202694.77855519028
2345,222020.82632194762
2346,214912.73449127414
2347,208100.76167858113
2348,237893.5540361412
2349,181979.16945365473
2350,310800.3132889783
2351,273580.99148713
2352,249754.31419064882
2353,264106.3293579418
2354,144119.73464681566
2355,143720.3482076247
2356,146375.25999729556
2357,190706.32793950092
2358,198032.05551491762
2359,125589.26325733813
2360,117878.64412384026
2361,149038.832617663
2362,281535.3173325014
2363,137052.24142485394
2364,142086.21012891832
2365,216223.29130048704
2366,195482.76339266804
2367,221115.30812510694
2368,215157.2089739749
2369,221097.51997808082
2370,167823.49629535587
2371,163734.36139431273
2372,199835.95448189176
2373,277563.7548161457
2374,341303.6168209429
2375,236754.7367241949
2376,323775.87626069813
2377,355131.61152350664
2378,174735.3317441921
2379,196728.2730171863
2380,145164.53542385038
2381,174202.1382618429
2382,200706.097801565
2383,198364.50720152337
2384,236394.34206892463
2385,158681.6969090198
2386,129448.65295029643
2387,130001.99183463796
2388,96251.74602079415
2389,115623.09229490242
2390,155406.43644416798
2391,139351.2563730295
2392,114464.72329194286
2393,187703.30113475586
2394,144994.48962854914
2395,212798.48999402387
2396,135285.06194406436
2397,225791.24107355185
2398,128668.4217627433
2399,68277.81534185821
2400,81708.40813670332
2401,131582.5268435709
2402,135353.96233598926
2403,148039.05387015888
2404,147867.7255780353
2405,152002.7915688936
2406,139656.65475448285
2407,131457.72501554954
2408,136445.90406993375
2409,118772.15569013235
2410,166552.43927072952
2411,114971.28564987198
2412,150506.6202020057
2413,123891.57775862557
2414,158584.37765478363
2415,139503.82759357122
2416,122181.62071041588
2417,127755.21232043806
2418,132098.2974383523
2419,130164.10309310454
2420,123851.6668152708
2421,141122.30172380462
2422,104214.84696979204
2423,113324.7451838046
2424,158891.00799023212
2425,221127.41604186402
2426,121625.89851759073
2427,130329.7738863732
2428,173187.86706017924
2429,111400.10862903319
2430,130942.81931628793
2431,111946.09768480826
2432,145034.96791775044
2433,143183.1600927171
2434,137843.8446972489
2435,147851.76199335814
2436,108978.43038208364
2437,105541.5422659055
2438,121586.23241066888
2439,98334.59521828176
2440,123553.04889421054
2441,89138.87068863188
2442,99024.5547909861
2443,124518.5577301702
2444,141193.475930853
2445,95901.34048881395
2446,137933.579239617
2447,175449.44998472213
2448,126232.82092030208
2449,111614.47652164508
2450,144829.77346375037
2451,99033.3201931457
2452,196600.62719508706
2453,95467.04435709474
2454,107649.08588481421
2455,101923.50210431695
2456,158148.0791447789
2457,152056.07852789378
2458,135857.29856375896
2459,120267.30875165471
2460,143871.3365352781
2461,128803.29100563997
2462,132395.51764900426
2463,126115.57208053781
2464,187247.76066504556
2465,128918.51164605175
2466,129155.2119634441
2467,128112.01242085846
2468,66014.87688589196
2469,93336.06685495572
2470,192376.61813942846
2471,200592.38481354463
2472,163793.95309769348
2473,126620.36135511982
2474,68553.80163107238
2475,213219.12819570428
2476,115712.49131700976
2477,116776.10226251793
2478,154550.82333676083
2479,105841.24470967254
2480,148781.6971088702
2481,114115.73264764377
2482,114946.83755257515
2483,108214.97424432295
2484,120644.32624975602
2485,124442.37657641362
2486,140583.0362200007
2487,153557.55231987833
2488,170855.8911693707
2489,148634.51667807766
2490,133028.35949293175
2491,81231.45586788954
2492,187432.1264313333
2493,145125.0980357631
2494,128366.32852802385
2495,80255.68107204653
2496,244907.08333562847
2497,152446.36274609226
2498,116698.5971795226
2499,80074.0176386785
2500,127239.20349906638
2501,138957.76689489538
2502,134238.68075871514
2503,83027.10709197455
2504,190093.97005057515
2505,247605.3565191191
2506,241683.4371734873
2507,278047.7058767053
2508,244592.35395875378
2509,214771.72582470992
2510,213150.28340599153
2511,173179.68731854088
2512,209641.27930762823
2513,223653.35862117208
2514,312000.1172843247
2515,151993.4902190692
2516,175625.2385118288
2517,153177.43394734553
2518,155481.77592017973
2519,241401.10143948285
2520,222439.2391451743
2521,180353.61819553006
2522,222106.07342493068
2523,116121.57592937905
2524,135232.291047566
2525,156340.37380642394
2526,139787.85465182844
2527,113025.30706867171
2528,143161.99332193882
2529,132360.55694617363
2530,131490.1114247409
2531,256768.1059186402
2532,225177.42149604735
2533,189971.30553191446
2534,234969.41237278742
2535,289802.1331599178
2536,235483.24061072432
2537,244753.22861177052
2538,184053.0714536249
2539,183739.12329922654
2540,177249.30671814672
2541,179543.28439537878
2542,164917.59016068585
2543,118186.7311815748
2544,117689.71019359036
2545,124733.99347234971
2546,126665.05314770823
2547,115809.80035759031
2548,146765.0838623549
2549,156878.5877339069
2550,1609811.1157805552
2551,131280.85673111022
2552,132137.48506048418
2553,77601.46449873813
2554,87165.89347631136
2555,120781.17224273492
2556,102905.84631619259
2557,107221.41546727749
2558,132104.06195932082
2559,127600.49342853954
2560,153762.21938031263
2561,158432.4805957979
2562,160127.48335257397
2563,160214.5714878453
2564,242414.9543489019
2565,150036.6845094433
2566,179659.1110839762
2567,144677.92012182274
2568,192162.0780678001
2569,237566.6128056291
2570,120854.24503207015
2571,198189.2746029164
2572,165367.82331319872
2573,219437.47763513218
2574,275755.0455137937
2575,137154.0923985651
2576,129890.70049293853
2577,146903.81616393014
2578,83567.18422133826
2579,59186.97851905731
2580,71114.35070663609
2581,95011.91271204563
2582,92108.49757307481
2583,288234.52784893964
2584,169304.2022747614
2585,187670.29115839006
2586,223372.1835791384
2587,197844.70397978608
2588,152861.03692782365
2589,144799.69731806967
2590,210828.66769081115
2591,243772.96992122667
2592,212671.5317048537
2593,256410.2815977799
2594,172844.7813243733
2595,195194.20190676535
2596,279839.8111500429
2597,187364.6522436295
2598,293608.0856594563
2599,353798.69337151153
2600,156737.11432462555
2601,128027.24900880402
2602,83518.13645540354
2603,96180.52345663185
2604,89724.92719069734
2605,83234.50795845996
2606,142507.83787162832
2607,203301.9628860579
2608,166142.50986478376
2609,173158.52286164742
2610,110509.24825685665
2611,168526.41757152544
2612,162346.26649981743
2613,131055.99383020603
2614,128021.37241588984
2615,157918.58497143956
2616,143749.0879740669
2617,194421.93205399084
2618,190892.1913639298
2619,201313.003597358
2620,192722.2908711139
2621,172591.88376941864
2622,183441.52708578092
2623,238594.56785955402
2624,306452.5833487878
2625,281620.015581112
2626,179530.27847713133
2627,173166.02534531473
2628,555259.0950465825
2629,607281.84985824
2630,402171.2071808347
2631,556511.4641593044
2632,467292.218745088
2633,321412.8562088482
2634,493184.1517682568
2635,148457.52925490678
2636,164613.87361201702
2637,175694.47806865314
2638,275804.89634120924
2639,179658.28529229632
2640,149809.82944153424
2641,106838.88745216333
2642,178190.34660938717
2643,109455.36089505536
2644,119771.58124317827
2645,113153.79295859655
2646,99826.19315948017
2647,110084.03447782219
2648,144019.84610526403
2649,154620.49645556087
2650,143893.80685430512
2651,145856.82333943842
2652,418699.7730064736
2653,244362.07447843353
2654,257412.84671384015
2655,433700.08324446774
2656,322552.0404866088
2657,368005.91814311815
2658,309755.5161777047
2659,296084.43820827606
2660,364590.8598756256
2661,351608.40498097765
2662,372506.8605417908
2663,281743.11961795
2664,277193.67957135243
2665,346214.14324377384
2666,273208.0938347039
2667,169916.67970368697
2668,178344.7358030923
2669,180121.2927968411
2670,272322.63835586526
2671,184053.64758310307
2672,196113.25051215867
2673,206772.67677932204
2674,196325.02029407417
2675,183875.6993367564
2676,186500.64095248227
2677,196605.10908697709
2678,228903.27052842712
2679,249572.00400924362
2680,284102.27376845555
2681,420435.1060667962
2682,313151.8649760443
2683,613176.6676515769
2684,304728.5710979977
2685,320545.84056264174
2686,242197.6162154812
2687,300057.0041697802
2688,201612.15242834366
2689,212452.33704584095
2690,455710.0593424651
2691,194023.69675861366
2692,142590.26423530752
2693,203092.28868256623
2694,131418.99383282973
2695,190509.91445277783
2696,187031.7732499858
2697,190343.9081634656
2698,198600.38634221427
2699,171582.4888106682
2700,153889.98446251295
2701,140120.8954390353
2702,109466.57330865615
2703,118366.86668097261
2704,143407.67373940581
2705,113289.07696209442
2706,109048.630736212
2707,118191.71476646182
2708,131883.2559425095
2709,100667.75992744167
2710,126434.191996068
2711,268009.4706286873
2712,397138.3785283575
2713,184385.23969524264
2714,152503.7308890351
2715,174177.28972811793
2716,146192.36565950824
2717,209210.82433862682
2718,224595.48948574337
2719,148777.57286801815
2720,178125.82014179108
2721,132114.9059537961
2722,163564.2653292159
2723,132881.33682703052
2724,127054.15948520323
2725,128281.58002218099
2726,154466.59636763946
2727,170382.2835440113
2728,172578.48261781334
2729,142781.3246649345
2730,148174.50440668865
2731,124552.81821166477
2732,131702.17904473154
2733,152900.82250780993
2734,112369.98519920478
